filename,width,height,class,xmin,ymin,xmax,ymax
96_jpg.rf.dc95ca9a9508e74ba13be767a0de3690.jpg,640,640,Badly Decayed,161,0,473,249
-539-_jpg.rf.df1bc79e9787b91bd4e43f7a529d26e8.jpg,640,640,Normal,111,24,565,453
-539-_jpg.rf.df1bc79e9787b91bd4e43f7a529d26e8.jpg,640,640,Normal,19,0,352,413
-405-_jpg.rf.df08358f82cf75ddec97ac64feeb62ce.jpg,640,640,RCT,239,320,421,547
-405-_jpg.rf.df08358f82cf75ddec97ac64feeb62ce.jpg,640,640,Restoration,171,199,461,317
-356-_jpg.rf.db934bbc9aec0b73d90f2e5476b8cbe3.jpg,640,640,RCT,0,221,184,502
-356-_jpg.rf.db934bbc9aec0b73d90f2e5476b8cbe3.jpg,640,640,RCT,54,132,478,422
-356-_jpg.rf.db934bbc9aec0b73d90f2e5476b8cbe3.jpg,640,640,Crown,41,429,308,631
-338-_jpg.rf.dba3786557550b7f1d0dbae5aab71bcb.jpg,640,640,RCT,317,242,603,540
-338-_jpg.rf.dba3786557550b7f1d0dbae5aab71bcb.jpg,640,640,Restoration,313,80,614,243
-459-_jpg.rf.df33c897f55886226272654f9ad7f706.jpg,640,640,Caries,165,324,347,550
-459-_jpg.rf.df33c897f55886226272654f9ad7f706.jpg,640,640,Normal,21,0,392,432
-422-_jpg.rf.df37b8875e59e15fbe69c34e78bede86.jpg,640,640,RCT,147,44,540,403
-422-_jpg.rf.df37b8875e59e15fbe69c34e78bede86.jpg,640,640,Restoration,0,75,174,331
-172-_jpg.rf.df3f4b87d8373773660b878608c264d5.jpg,640,640,Crown,337,348,487,624
-172-_jpg.rf.df3f4b87d8373773660b878608c264d5.jpg,640,640,RCT,125,334,364,552
-172-_jpg.rf.df3f4b87d8373773660b878608c264d5.jpg,640,640,Normal,95,147,569,389
-172-_jpg.rf.df3f4b87d8373773660b878608c264d5.jpg,640,640,Normal,130,0,582,181
-278-_jpg.rf.df64e62081af6e88df3d2000968a0b99.jpg,640,640,RCT,44,119,547,500
-278-_jpg.rf.df64e62081af6e88df3d2000968a0b99.jpg,640,640,Restoration,265,113,529,508
101_jpg.rf.df770bc2be77519420aca9db514911e8.jpg,640,640,Restoration,0,320,236,490
101_jpg.rf.df770bc2be77519420aca9db514911e8.jpg,640,640,Overhang,218,389,570,584
-275-_jpg.rf.df868aad4928c5b7d772dfe8d2de4f52.jpg,640,640,RCT,195,38,469,532
-106-_jpg.rf.dff83c08d0005138929b20460c73e54e.jpg,640,640,Normal,112,75,604,534
-347-_jpg.rf.dfabc25a9a673efa5cdf6a3923655206.jpg,640,640,Caries,394,377,487,454
-347-_jpg.rf.dfabc25a9a673efa5cdf6a3923655206.jpg,640,640,RCT,200,6,599,328
-347-_jpg.rf.dfabc25a9a673efa5cdf6a3923655206.jpg,640,640,Overhang,208,291,493,469
-376-_jpg.rf.e190ce599c251282e083fff133e2f6dd.jpg,640,640,Normal,264,205,640,609
-376-_jpg.rf.e190ce599c251282e083fff133e2f6dd.jpg,640,640,Normal,0,16,569,515
95_jpg.rf.e08e3f6e01fe358d0e8b782ced64bb95.jpg,640,640,Post,283,28,547,400
-257-_jpg.rf.e1ac6bfa1f9208e18debb0994fbf82b5.jpg,640,640,Caries,147,206,274,297
-257-_jpg.rf.e1ac6bfa1f9208e18debb0994fbf82b5.jpg,640,640,Crown,74,247,348,631
-257-_jpg.rf.e1ac6bfa1f9208e18debb0994fbf82b5.jpg,640,640,Normal,0,0,569,307
-272-_jpg.rf.e1d0fa1747a9bcbf50520d5afb4487e5.jpg,640,640,RCT,15,80,503,481
-272-_jpg.rf.e1d0fa1747a9bcbf50520d5afb4487e5.jpg,640,640,Restoration,144,64,450,329
-410-_jpg.rf.e268bbfb682749ef6a7c8976a4e36607.jpg,640,640,RCT,251,170,383,412
-410-_jpg.rf.e268bbfb682749ef6a7c8976a4e36607.jpg,640,640,Restoration,0,489,450,640
1_jpg.rf.e2a2cce23371af8990d6e0ef04be240c.jpg,640,640,RCT,62,80,467,640
1_jpg.rf.e2a2cce23371af8990d6e0ef04be240c.jpg,640,640,Normal,309,4,614,624
1_jpg.rf.e2a2cce23371af8990d6e0ef04be240c.jpg,640,640,Normal,447,15,640,525
-383-_jpg.rf.e2a2bb82773d82897a89aa0653466ab6.jpg,640,640,Badly Decayed,77,243,387,472
-383-_jpg.rf.e2a2bb82773d82897a89aa0653466ab6.jpg,640,640,Badly Decayed,33,81,376,307
-383-_jpg.rf.e2a2bb82773d82897a89aa0653466ab6.jpg,640,640,Abcess,466,257,578,399
-314-_jpg.rf.e1e1b36f3e39758988241a9be489c477.jpg,640,640,Normal,42,98,593,547
-437-_jpg.rf.e3d66e3bd5bb0531e2e0b4baaa3d8b52.jpg,640,640,RCT,182,146,461,427
-437-_jpg.rf.e3d66e3bd5bb0531e2e0b4baaa3d8b52.jpg,640,640,Restoration,270,388,549,608
-189-_jpg.rf.e3b9695a188853ce5e7eb772aba5432d.jpg,640,640,Badly Decayed,137,73,599,280
-189-_jpg.rf.e3b9695a188853ce5e7eb772aba5432d.jpg,640,640,Badly Decayed,246,462,535,640
-189-_jpg.rf.e3b9695a188853ce5e7eb772aba5432d.jpg,640,640,Badly Decayed,268,245,569,488
-291-_jpg.rf.e30df231fc03295e70e0058eea65327d.jpg,640,640,RCT,203,147,510,339
-291-_jpg.rf.e30df231fc03295e70e0058eea65327d.jpg,640,640,RCT,288,331,575,510
-291-_jpg.rf.e30df231fc03295e70e0058eea65327d.jpg,640,640,Crown,60,141,326,640
-136-_jpg.rf.e4163df664d6b4853c7aa49131acdbbb.jpg,640,640,Normal,120,211,607,549
104_jpg.rf.e3e11b47631cde888458540a6f2b19a7.jpg,640,640,Badly Decayed,129,131,551,565
-107-_jpg.rf.e3fa338c0e4c3fa18c1830c66de0f125.jpg,640,640,RCT,213,156,564,250
-107-_jpg.rf.e3fa338c0e4c3fa18c1830c66de0f125.jpg,640,640,RCT,299,437,500,533
-107-_jpg.rf.e3fa338c0e4c3fa18c1830c66de0f125.jpg,640,640,RCT,305,587,414,633
-369-_jpg.rf.e3de3ffe9072fa98bf623b756e1edae5.jpg,640,640,Caries,493,457,632,595
-369-_jpg.rf.e3de3ffe9072fa98bf623b756e1edae5.jpg,640,640,Caries,439,240,536,400
-369-_jpg.rf.e3de3ffe9072fa98bf623b756e1edae5.jpg,640,640,RCT,145,146,499,358
-311-_jpg.rf.e47a4ca750e1848c022df630277c91de.jpg,640,640,Badly Decayed,363,216,590,503
-389-_jpg.rf.e4713ecacb21414d81093f10ead79e0b.jpg,640,640,Overhang,97,403,229,562
-389-_jpg.rf.e4713ecacb21414d81093f10ead79e0b.jpg,640,640,Overhang,114,247,322,501
-389-_jpg.rf.e4713ecacb21414d81093f10ead79e0b.jpg,640,640,Crown,196,89,412,332
-389-_jpg.rf.e4713ecacb21414d81093f10ead79e0b.jpg,640,640,Restoration,317,2,485,209
-389-_jpg.rf.e4713ecacb21414d81093f10ead79e0b.jpg,640,640,RCT,352,194,523,361
-193-_jpg.rf.e37d2fd0bcd3867da5f5f21fa78344ae.jpg,640,640,Crown,124,0,501,224
-454-_jpg.rf.e4aaff270a28a0bef409fa496fa31092.jpg,640,640,Caries,88,216,385,447
-454-_jpg.rf.e4aaff270a28a0bef409fa496fa31092.jpg,640,640,Normal,348,84,640,566
-250-_jpg.rf.e4fc09be3431c4ab75527f7b50b2902d.jpg,640,640,Crown,56,302,267,602
-250-_jpg.rf.e4fc09be3431c4ab75527f7b50b2902d.jpg,640,640,Caries,228,329,364,468
-250-_jpg.rf.e4fc09be3431c4ab75527f7b50b2902d.jpg,640,640,Restoration,162,50,336,348
-250-_jpg.rf.e4fc09be3431c4ab75527f7b50b2902d.jpg,640,640,RCT,199,362,548,632
-534-_jpg.rf.e55751ac59e7e506f5fb711667520624.jpg,640,640,Caries,155,377,392,571
-534-_jpg.rf.e55751ac59e7e506f5fb711667520624.jpg,640,640,Badly Decayed,268,184,510,503
-534-_jpg.rf.e55751ac59e7e506f5fb711667520624.jpg,640,640,Badly Decayed,468,129,640,388
-115-_jpg.rf.e5523b2bb79c4d16fbb619f1ffaad042.jpg,640,640,RCT,157,55,529,394
-173-_jpg.rf.e6747c88a0b4b2c6a23202d0f22c7436.jpg,640,640,Restoration,209,455,552,604
8_jpg.rf.e7398ea7bcfce8917064cde229037c83.jpg,640,640,Badly Decayed,344,351,543,532
8_jpg.rf.e7398ea7bcfce8917064cde229037c83.jpg,640,640,Normal,162,101,495,433
-366-_jpg.rf.e70f3d6466dc45673f5f3d90955f7965.jpg,640,640,Restoration,243,158,566,337
-366-_jpg.rf.e70f3d6466dc45673f5f3d90955f7965.jpg,640,640,RCT,230,288,529,586
-356-_jpg.rf.e7583e430dd48d047daab553a7b21c57.jpg,640,640,RCT,0,138,184,419
-356-_jpg.rf.e7583e430dd48d047daab553a7b21c57.jpg,640,640,RCT,54,218,478,508
-356-_jpg.rf.e7583e430dd48d047daab553a7b21c57.jpg,640,640,Crown,41,9,308,211
-394-_jpg.rf.e72234501b563b4a3bc85312d081b81e.jpg,640,640,Badly Decayed,181,172,420,336
-394-_jpg.rf.e72234501b563b4a3bc85312d081b81e.jpg,640,640,Normal,351,81,640,324
-394-_jpg.rf.e72234501b563b4a3bc85312d081b81e.jpg,640,640,Normal,0,250,331,556
13_jpg.rf.e8a154d504891fa8f0794b7d69a50c9c.jpg,640,640,Normal,0,141,289,539
13_jpg.rf.e8a154d504891fa8f0794b7d69a50c9c.jpg,640,640,Normal,234,192,578,586
-536-_jpg.rf.e6585562230e1b0bbabb59d572e6a523.jpg,640,640,Restoration,0,193,256,374
-536-_jpg.rf.e6585562230e1b0bbabb59d572e6a523.jpg,640,640,Restoration,488,174,640,305
-536-_jpg.rf.e6585562230e1b0bbabb59d572e6a523.jpg,640,640,Badly Decayed,236,151,565,450
-419-_jpg.rf.e8169f51da02857fab8abba9f42414c5.jpg,640,640,Restoration,357,221,521,469
-359-_jpg.rf.e76a15465fe38607617a04da42a844ae.jpg,640,640,Caries,173,442,255,513
-359-_jpg.rf.e76a15465fe38607617a04da42a844ae.jpg,640,640,Badly Decayed,129,86,545,593
-194-_jpg.rf.e82f8c95b990c74eb67c86e0a7cd7bc6.jpg,640,640,Normal,235,0,640,353
-194-_jpg.rf.e82f8c95b990c74eb67c86e0a7cd7bc6.jpg,640,640,Normal,0,139,194,588
-194-_jpg.rf.e82f8c95b990c74eb67c86e0a7cd7bc6.jpg,640,640,Normal,100,51,501,529
-156-_jpg.rf.ea0b6170056ba6c3d08fa164d5ee9e83.jpg,640,640,Caries,427,295,617,455
-156-_jpg.rf.ea0b6170056ba6c3d08fa164d5ee9e83.jpg,640,640,Normal,101,33,631,303
-429-_jpg.rf.ea0f8af47a0736c79f0a335147ee3a78.jpg,640,640,Normal,300,94,496,333
-429-_jpg.rf.ea0f8af47a0736c79f0a335147ee3a78.jpg,640,640,Normal,122,177,339,502
-429-_jpg.rf.ea0f8af47a0736c79f0a335147ee3a78.jpg,640,640,Normal,354,328,577,615
WhatsApp-Image-2024-02-10-at-5-15-58-AM-1-_jpeg.rf.ea354cbcfacd4fb042eec3b098e2aaee.jpg,640,640,Crown,32,0,361,150
WhatsApp-Image-2024-02-10-at-5-15-58-AM-1-_jpeg.rf.ea354cbcfacd4fb042eec3b098e2aaee.jpg,640,640,Crown,582,85,640,192
WhatsApp-Image-2024-02-10-at-5-15-58-AM-1-_jpeg.rf.ea354cbcfacd4fb042eec3b098e2aaee.jpg,640,640,Post,329,91,539,468
24_jpg.rf.ea78de6b13b932c555ba048111c880cb.jpg,640,640,Restoration,39,115,241,212
24_jpg.rf.ea78de6b13b932c555ba048111c880cb.jpg,640,640,Restoration,302,149,602,316
24_jpg.rf.ea78de6b13b932c555ba048111c880cb.jpg,640,640,RCT,131,201,578,531
24_jpg.rf.ea78de6b13b932c555ba048111c880cb.jpg,640,640,Caries,542,176,640,304
-540-_jpg.rf.eb04dad323627701a2aea78fa047fc3d.jpg,640,640,Normal,122,114,571,481
-384-_jpg.rf.eb9587b1681a1123a87879a7aefb3de0.jpg,640,640,Badly Decayed,307,54,623,517
-384-_jpg.rf.eb9587b1681a1123a87879a7aefb3de0.jpg,640,640,Badly Decayed,148,32,355,499
-404-_jpg.rf.eb93073cb07655764f2e548cf81a489b.jpg,640,640,Restoration,242,290,552,546
-115-_jpg.rf.eb045e8afc12abe3ebf939f0d60deb76.jpg,640,640,RCT,62,159,385,517
-436-_jpg.rf.ebb24a98da22a8b7b5c51faf126c9671.jpg,640,640,RCT,34,203,335,509
-436-_jpg.rf.ebb24a98da22a8b7b5c51faf126c9671.jpg,640,640,Restoration,363,98,638,252
16_jpg.rf.eb99304aad22f788de028e714684b702.jpg,640,640,Badly Decayed,15,160,514,468
16_jpg.rf.eb99304aad22f788de028e714684b702.jpg,640,640,Normal,33,75,548,263
-442-_jpg.rf.ec8be221863b6606755269a34cc9022b.jpg,640,640,RCT,30,223,510,580
-442-_jpg.rf.ec8be221863b6606755269a34cc9022b.jpg,640,640,Restoration,232,109,550,342
-442-_jpg.rf.ec8be221863b6606755269a34cc9022b.jpg,640,640,Caries,51,15,351,224
-453-_jpg.rf.ec15c190a56137e2660ca306af9837e9.jpg,640,640,Crown,245,2,640,447
-453-_jpg.rf.ec15c190a56137e2660ca306af9837e9.jpg,640,640,RCT,83,203,507,567
-181-_jpg.rf.ecaa835896ac1935397def5540ae3b67.jpg,640,640,RCT,135,0,603,527
-181-_jpg.rf.ecaa835896ac1935397def5540ae3b67.jpg,640,640,Overhang,414,28,627,306
44_jpeg.rf.ecee287273eaf2cec92810f8a9ce1cdf.jpg,640,640,Restoration,28,322,337,540
44_jpeg.rf.ecee287273eaf2cec92810f8a9ce1cdf.jpg,640,640,Caries,319,361,640,639
-384-_jpg.rf.eda09db8cd4c735754a41dfe60a4ce2e.jpg,640,640,Badly Decayed,92,285,582,640
-384-_jpg.rf.eda09db8cd4c735754a41dfe60a4ce2e.jpg,640,640,Badly Decayed,143,129,624,389
-276-_jpg.rf.ecd7d14a6554fc95faec8504c295fd8e.jpg,640,640,RCT,135,242,453,591
-276-_jpg.rf.ecd7d14a6554fc95faec8504c295fd8e.jpg,640,640,Crown,194,107,490,279
-276-_jpg.rf.ecd7d14a6554fc95faec8504c295fd8e.jpg,640,640,Normal,0,30,266,481
13_jpg.rf.ee43339822ea4069ac0a53d3c6be32d1.jpg,640,640,Normal,105,346,503,640
13_jpg.rf.ee43339822ea4069ac0a53d3c6be32d1.jpg,640,640,Normal,52,59,448,412
-313-_jpg.rf.ecd570151e8d16e9a79a76ccd4574d6c.jpg,640,640,Restoration,0,416,144,591
-165-_jpg.rf.ed2329e5d80cc10b099727f3a87687dd.jpg,640,640,Restoration,80,134,236,398
90_jpg.rf.eda85866d1876676865eca8ab9c969c8.jpg,640,640,Crown,320,159,534,411
90_jpg.rf.eda85866d1876676865eca8ab9c969c8.jpg,640,640,Crown,229,0,509,234
90_jpg.rf.eda85866d1876676865eca8ab9c969c8.jpg,640,640,Abcess,166,400,431,640
-379-_jpg.rf.ef70a49b0a023283e9977f1ec04e2fb1.jpg,640,640,Overhang,271,386,520,584
-379-_jpg.rf.ef70a49b0a023283e9977f1ec04e2fb1.jpg,640,640,Badly Decayed,266,312,640,600
-379-_jpg.rf.ef70a49b0a023283e9977f1ec04e2fb1.jpg,640,640,Badly Decayed,23,327,298,627
-379-_jpg.rf.ef70a49b0a023283e9977f1ec04e2fb1.jpg,640,640,Abcess,0,185,187,398
-379-_jpg.rf.ef70a49b0a023283e9977f1ec04e2fb1.jpg,640,640,Abcess,117,135,372,318
-379-_jpg.rf.ef70a49b0a023283e9977f1ec04e2fb1.jpg,640,640,Abcess,402,134,525,203
-187-_jpg.rf.ef6894f2eb33f3d8d38f6959fc390a66.jpg,640,640,Badly Decayed,51,123,338,553
-187-_jpg.rf.ef6894f2eb33f3d8d38f6959fc390a66.jpg,640,640,Normal,277,77,594,565
-286-_jpg.rf.eed07534c0388954b615c657537d1a90.jpg,640,640,RCT,30,134,577,438
-136-_jpg.rf.efdb11173bd312f6553a81424df97004.jpg,640,640,Normal,64,99,449,615
26_jpg.rf.ef9b5e02c9a1f9625fc6b8e7fe67aa1b.jpg,640,640,Caries,234,484,425,633
26_jpg.rf.ef9b5e02c9a1f9625fc6b8e7fe67aa1b.jpg,640,640,RCT,76,192,269,558
-261-_jpg.rf.f0dfb1253d11fc7f33b840711f8932bc.jpg,640,640,RCT,109,110,624,596
-261-_jpg.rf.f0dfb1253d11fc7f33b840711f8932bc.jpg,640,640,Normal,214,0,640,330
-448-_jpg.rf.f191c9987920b556af904ce67d03ddc7.jpg,640,640,Caries,0,280,128,426
-448-_jpg.rf.f191c9987920b556af904ce67d03ddc7.jpg,640,640,RCT,0,22,394,525
-255-_jpg.rf.f2797c4139deb521ebaedaccefce8261.jpg,640,640,RCT,206,252,452,590
-255-_jpg.rf.f2797c4139deb521ebaedaccefce8261.jpg,640,640,Restoration,224,116,588,323
-269-_jpg.rf.f050819cc40384be2e5814b6e7cd5b8b.jpg,640,640,RCT,316,88,526,549
-269-_jpg.rf.f050819cc40384be2e5814b6e7cd5b8b.jpg,640,640,Crown,455,348,640,593
-269-_jpg.rf.f050819cc40384be2e5814b6e7cd5b8b.jpg,640,640,Normal,57,57,351,510
-269-_jpg.rf.f050819cc40384be2e5814b6e7cd5b8b.jpg,640,640,RCT,544,171,640,406
-430-_jpg.rf.f253265da3f3ded7daa09c4bcd3427b8.jpg,640,640,Badly Decayed,66,188,311,483
-531-_jpg.rf.f424901b2333e7f6f7ba8d816101534f.jpg,640,640,Badly Decayed,37,95,426,362
-341-_jpg.rf.f430fe4c4af6ffbe0aae4dea7cf573e8.jpg,640,640,RCT,162,181,309,353
-341-_jpg.rf.f430fe4c4af6ffbe0aae4dea7cf573e8.jpg,640,640,Crown,237,25,528,240
-341-_jpg.rf.f430fe4c4af6ffbe0aae4dea7cf573e8.jpg,640,640,Post,294,215,495,419
-336-_jpg.rf.f390ada71104e2b8ae48f4ef01eca012.jpg,640,640,RCT,241,134,543,461
-336-_jpg.rf.f390ada71104e2b8ae48f4ef01eca012.jpg,640,640,Caries,237,456,402,589
-446-_jpg.rf.f44beb495b2267c4c89bb602021abd3f.jpg,640,640,RCT,101,276,265,570
-446-_jpg.rf.f44beb495b2267c4c89bb602021abd3f.jpg,640,640,Crown,47,0,299,222
-446-_jpg.rf.f44beb495b2267c4c89bb602021abd3f.jpg,640,640,Normal,273,36,621,587
-257-_jpg.rf.f569b9f88292074e4c42d1087c14033a.jpg,640,640,Caries,370,338,443,469
-257-_jpg.rf.f569b9f88292074e4c42d1087c14033a.jpg,640,640,Crown,30,352,443,562
-257-_jpg.rf.f569b9f88292074e4c42d1087c14033a.jpg,640,640,Normal,396,18,638,635
19_jpg.rf.f3f9249df20bcbbbae5ff61055846f35.jpg,640,640,RCT,307,234,471,490
19_jpg.rf.f3f9249df20bcbbbae5ff61055846f35.jpg,640,640,Normal,398,186,635,525
19_jpg.rf.f3f9249df20bcbbbae5ff61055846f35.jpg,640,640,Caries,182,128,296,224
-356-_jpg.rf.f5bc5916468a4f5394def553cefa8664.jpg,640,640,RCT,235,0,511,188
-356-_jpg.rf.f5bc5916468a4f5394def553cefa8664.jpg,640,640,RCT,127,51,427,478
-356-_jpg.rf.f5bc5916468a4f5394def553cefa8664.jpg,640,640,Crown,433,48,638,316
5_jpg.rf.f571f04f64d8d218838c7be9eb319b87.jpg,640,640,Restoration,0,200,263,345
5_jpg.rf.f571f04f64d8d218838c7be9eb319b87.jpg,640,640,Normal,244,136,517,577
-321-_jpg.rf.f581014510519e7b6b4400b70ce9f91d.jpg,640,640,Badly Decayed,29,278,235,635
-321-_jpg.rf.f581014510519e7b6b4400b70ce9f91d.jpg,640,640,Caries,261,483,507,639
-416-_jpg.rf.f5ed017aa2384ad55aa2fcbe3e6c56f4.jpg,640,640,Abcess,324,77,590,352
-366-_jpg.rf.f61ee0dc55bf332f9703965376639839.jpg,640,640,Restoration,244,304,567,483
-366-_jpg.rf.f61ee0dc55bf332f9703965376639839.jpg,640,640,RCT,228,55,530,353
-103-_jpg.rf.f69d128478eb8272041b68f46fe45e25.jpg,640,640,RCT,294,73,441,428
-103-_jpg.rf.f69d128478eb8272041b68f46fe45e25.jpg,640,640,RCT,123,38,262,400
-301-_jpg.rf.f66fff0ca92ebde116da8cf3f31b03f6.jpg,640,640,Badly Decayed,48,251,322,517
46_jpeg.rf.f46a6e12162b984d2a8fde6eae2a78a8.jpg,640,640,Restoration,40,376,254,570
-542-_jpg.rf.f735324ee6b6d9fcdedab7f01b7dba29.jpg,640,640,Abcess,178,462,594,617
-542-_jpg.rf.f735324ee6b6d9fcdedab7f01b7dba29.jpg,640,640,Badly Decayed,148,33,508,524
-439-_jpg.rf.f6d7f53dddd8ec454f1379b88c1591bb.jpg,640,640,RCT,97,217,401,558
-439-_jpg.rf.f6d7f53dddd8ec454f1379b88c1591bb.jpg,640,640,Restoration,367,160,555,486
-121-_jpg.rf.f6afc9ca4e955e5008c8afaada1a7480.jpg,640,640,Caries,158,403,451,609
-428-_jpg.rf.f700aabcb6da8c06cd25790c55d1cbae.jpg,640,640,Caries,247,174,424,322
-188-_jpg.rf.f759f80553cc8bafe908cb44a1fd05b3.jpg,640,640,Caries,224,55,629,489
-188-_jpg.rf.f759f80553cc8bafe908cb44a1fd05b3.jpg,640,640,Caries,0,43,254,337
104_jpg.rf.f84f5a587c9ce07bc9e35215d1a04d9e.jpg,640,640,Badly Decayed,64,116,519,560
-129-_jpg.rf.f7bd150e97825e0b0b259e12cbbc6c21.jpg,640,640,Restoration,142,271,282,437
-129-_jpg.rf.f7bd150e97825e0b0b259e12cbbc6c21.jpg,640,640,Restoration,0,435,161,612
50_jpeg.rf.f86ff2f54a6823123ee119cae57611f1.jpg,640,640,Badly Decayed,128,0,580,370
